engine,benchmark,category,run,wall_ms,user_ms,sys_ms,peak_rss_kb
lua,alloc/binary_trees,alloc,1,580.00,630.00,10.00,21280
lua,alloc/binary_trees,alloc,2,580.00,640.00,0.00,21280
lua,alloc/binary_trees,alloc,3,540.00,610.00,0.00,21440
lua,alloc/binary_trees,alloc,4,530.00,590.00,0.00,21440
lua,alloc/binary_trees,alloc,5,580.00,640.00,0.00,21280
lua55,alloc/binary_trees,alloc,1,530.00,560.00,20.00,33600
lua55,alloc/binary_trees,alloc,2,540.00,590.00,0.00,33760
lua55,alloc/binary_trees,alloc,3,510.00,550.00,10.00,33600
lua55,alloc/binary_trees,alloc,4,540.00,590.00,0.00,33760
lua55,alloc/binary_trees,alloc,5,520.00,560.00,10.00,33600
luajit,alloc/binary_trees,alloc,1,310.00,330.00,10.00,29120
luajit,alloc/binary_trees,alloc,2,310.00,340.00,0.00,27200
luajit,alloc/binary_trees,alloc,3,310.00,320.00,20.00,29920
luajit,alloc/binary_trees,alloc,4,300.00,330.00,0.00,29120
luajit,alloc/binary_trees,alloc,5,300.00,320.00,10.00,30240
luau,alloc/binary_trees,alloc,1,330.00,360.00,0.00,34156
luau,alloc/binary_trees,alloc,2,340.00,370.00,0.00,34944
luau,alloc/binary_trees,alloc,3,350.00,370.00,20.00,35308
luau,alloc/binary_trees,alloc,4,330.00,350.00,10.00,31548
luau,alloc/binary_trees,alloc,5,350.00,370.00,20.00,36572
luau-codegen,alloc/binary_trees,alloc,1,280.00,290.00,20.00,35572
luau-codegen,alloc/binary_trees,alloc,2,290.00,300.00,10.00,35852
luau-codegen,alloc/binary_trees,alloc,3,310.00,340.00,0.00,34316
luau-codegen,alloc/binary_trees,alloc,4,300.00,320.00,10.00,36668
luau-codegen,alloc/binary_trees,alloc,5,290.00,320.00,0.00,32000
quickjs,alloc/binary_trees,alloc,1,680.00,530.00,230.00,19360
quickjs,alloc/binary_trees,alloc,2,760.00,510.00,320.00,19360
quickjs,alloc/binary_trees,alloc,3,710.00,560.00,220.00,19360
quickjs,alloc/binary_trees,alloc,4,670.00,480.00,270.00,19360
quickjs,alloc/binary_trees,alloc,5,730.00,500.00,290.00,19360
v8,alloc/binary_trees,alloc,1,70.00,70.00,10.00,48800
v8,alloc/binary_trees,alloc,2,70.00,80.00,10.00,48960
v8,alloc/binary_trees,alloc,3,80.00,70.00,20.00,49440
v8,alloc/binary_trees,alloc,4,80.00,80.00,20.00,48960
v8,alloc/binary_trees,alloc,5,70.00,60.00,20.00,48960
v8-nojit,alloc/binary_trees,alloc,1,330.00,340.00,10.00,40000
v8-nojit,alloc/binary_trees,alloc,2,330.00,320.00,20.00,40320
v8-nojit,alloc/binary_trees,alloc,3,330.00,330.00,10.00,40320
v8-nojit,alloc/binary_trees,alloc,4,320.00,320.00,20.00,40000
v8-nojit,alloc/binary_trees,alloc,5,320.00,320.00,20.00,40320
lua,alloc/gc_stress,alloc,1,1740.00,1780.00,80.00,370240
lua,alloc/gc_stress,alloc,2,1710.00,1800.00,60.00,370400
lua,alloc/gc_stress,alloc,3,1670.00,1700.00,110.00,370400
lua,alloc/gc_stress,alloc,4,1700.00,1760.00,90.00,370400
lua,alloc/gc_stress,alloc,5,1730.00,1790.00,90.00,370400
lua55,alloc/gc_stress,alloc,1,1510.00,1550.00,120.00,385280
lua55,alloc/gc_stress,alloc,2,1480.00,1550.00,100.00,385280
lua55,alloc/gc_stress,alloc,3,1430.00,1480.00,100.00,385280
lua55,alloc/gc_stress,alloc,4,1550.00,1610.00,120.00,385280
lua55,alloc/gc_stress,alloc,5,1690.00,1730.00,150.00,385280
luajit,alloc/gc_stress,alloc,1,430.00,370.00,110.00,252960
luajit,alloc/gc_stress,alloc,2,430.00,390.00,90.00,252960
luajit,alloc/gc_stress,alloc,3,420.00,390.00,70.00,252960
luajit,alloc/gc_stress,alloc,4,410.00,340.00,110.00,252960
luajit,alloc/gc_stress,alloc,5,390.00,330.00,110.00,252960
luau,alloc/gc_stress,alloc,1,1240.00,1180.00,110.00,328640
luau,alloc/gc_stress,alloc,2,3860.00,1090.00,110.00,318080
luau,alloc/gc_stress,alloc,3,1250.00,1210.00,100.00,328960
luau,alloc/gc_stress,alloc,4,1080.00,980.00,140.00,311200
luau,alloc/gc_stress,alloc,5,1100.00,1050.00,90.00,311200
luau-codegen,alloc/gc_stress,alloc,1,1160.00,1200.00,80.00,309600
luau-codegen,alloc/gc_stress,alloc,2,1000.00,1020.00,90.00,311680
luau-codegen,alloc/gc_stress,alloc,3,1090.00,1130.00,80.00,331840
luau-codegen,alloc/gc_stress,alloc,4,950.00,950.00,100.00,312000
luau-codegen,alloc/gc_stress,alloc,5,960.00,970.00,90.00,311840
quickjs,alloc/gc_stress,alloc,1,620.00,610.00,80.00,225120
quickjs,alloc/gc_stress,alloc,2,620.00,600.00,80.00,225120
quickjs,alloc/gc_stress,alloc,3,620.00,630.00,50.00,225120
quickjs,alloc/gc_stress,alloc,4,610.00,620.00,50.00,225120
quickjs,alloc/gc_stress,alloc,5,610.00,570.00,100.00,225120
v8,alloc/gc_stress,alloc,1,90.00,100.00,20.00,104160
v8,alloc/gc_stress,alloc,2,90.00,100.00,30.00,104320
v8,alloc/gc_stress,alloc,3,90.00,70.00,60.00,104000
v8,alloc/gc_stress,alloc,4,90.00,100.00,40.00,104320
v8,alloc/gc_stress,alloc,5,90.00,90.00,40.00,104320
v8-nojit,alloc/gc_stress,alloc,1,270.00,270.00,70.00,120160
v8-nojit,alloc/gc_stress,alloc,2,250.00,270.00,50.00,116960
v8-nojit,alloc/gc_stress,alloc,3,250.00,260.00,60.00,120320
v8-nojit,alloc/gc_stress,alloc,4,250.00,270.00,50.00,120480
v8-nojit,alloc/gc_stress,alloc,5,250.00,270.00,40.00,120000
lua,alloc/object_churn,alloc,1,720.00,790.00,0.00,2240
lua,alloc/object_churn,alloc,2,690.00,760.00,0.00,2080
lua,alloc/object_churn,alloc,3,650.00,720.00,0.00,2080
lua,alloc/object_churn,alloc,4,640.00,710.00,0.00,2240
lua,alloc/object_churn,alloc,5,650.00,720.00,0.00,2240
lua55,alloc/object_churn,alloc,1,550.00,610.00,0.00,2400
lua55,alloc/object_churn,alloc,2,550.00,610.00,0.00,2240
lua55,alloc/object_churn,alloc,3,550.00,610.00,0.00,2240
lua55,alloc/object_churn,alloc,4,570.00,640.00,0.00,2400
lua55,alloc/object_churn,alloc,5,590.00,650.00,0.00,2240
luajit,alloc/object_churn,alloc,1,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,2,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,3,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,4,10.00,10.00,0.00,2400
luajit,alloc/object_churn,alloc,5,10.00,10.00,0.00,2400
luau,alloc/object_churn,alloc,1,390.00,430.00,0.00,5440
luau,alloc/object_churn,alloc,2,360.00,390.00,0.00,5440
luau,alloc/object_churn,alloc,3,370.00,380.00,0.00,5440
luau,alloc/object_churn,alloc,4,370.00,390.00,0.00,5440
luau,alloc/object_churn,alloc,5,410.00,440.00,0.00,5440
luau-codegen,alloc/object_churn,alloc,1,220.00,230.00,0.00,6080
luau-codegen,alloc/object_churn,alloc,2,250.00,270.00,0.00,6080
luau-codegen,alloc/object_churn,alloc,3,250.00,260.00,0.00,6080
luau-codegen,alloc/object_churn,alloc,4,3290.00,250.00,0.00,6080
luau-codegen,alloc/object_churn,alloc,5,220.00,240.00,0.00,6080
quickjs,alloc/object_churn,alloc,1,870.00,940.00,0.00,3040
quickjs,alloc/object_churn,alloc,2,890.00,950.00,0.00,3040
quickjs,alloc/object_churn,alloc,3,860.00,920.00,0.00,3040
quickjs,alloc/object_churn,alloc,4,850.00,910.00,0.00,3040
quickjs,alloc/object_churn,alloc,5,810.00,880.00,0.00,3040
v8,alloc/object_churn,alloc,1,180.00,180.00,20.00,28000
v8,alloc/object_churn,alloc,2,160.00,160.00,10.00,27840
v8,alloc/object_churn,alloc,3,150.00,170.00,0.00,27680
v8,alloc/object_churn,alloc,4,180.00,180.00,20.00,27520
v8,alloc/object_churn,alloc,5,170.00,180.00,10.00,27680
v8-nojit,alloc/object_churn,alloc,1,460.00,490.00,0.00,20000
v8-nojit,alloc/object_churn,alloc,2,470.00,520.00,0.00,20160
v8-nojit,alloc/object_churn,alloc,3,460.00,500.00,0.00,20160
v8-nojit,alloc/object_churn,alloc,4,470.00,500.00,0.00,19680
v8-nojit,alloc/object_churn,alloc,5,460.00,480.00,10.00,20160
lua,call/ackermann,call,1,440.00,470.00,0.00,3360
lua,call/ackermann,call,2,450.00,490.00,0.00,3200
lua,call/ackermann,call,3,450.00,490.00,0.00,3360
lua,call/ackermann,call,4,420.00,460.00,0.00,3360
lua,call/ackermann,call,5,440.00,470.00,0.00,3200
lua55,call/ackermann,call,1,460.00,500.00,0.00,3520
lua55,call/ackermann,call,2,440.00,480.00,0.00,3520
lua55,call/ackermann,call,3,410.00,450.00,0.00,3520
lua55,call/ackermann,call,4,460.00,500.00,0.00,3520
lua55,call/ackermann,call,5,460.00,500.00,0.00,3520
luajit,call/ackermann,call,1,80.00,90.00,0.00,2880
luajit,call/ackermann,call,2,90.00,100.00,0.00,2880
luajit,call/ackermann,call,3,90.00,100.00,0.00,2880
luajit,call/ackermann,call,4,90.00,90.00,0.00,2880
luajit,call/ackermann,call,5,90.00,90.00,0.00,2880
luau,call/ackermann,call,1,610.00,660.00,0.00,6080
luau,call/ackermann,call,2,560.00,610.00,0.00,6080
luau,call/ackermann,call,3,550.00,600.00,0.00,6240
luau,call/ackermann,call,4,560.00,600.00,0.00,6080
luau,call/ackermann,call,5,550.00,600.00,0.00,6080
luau-codegen,call/ackermann,call,1,340.00,360.00,0.00,6880
luau-codegen,call/ackermann,call,2,340.00,370.00,0.00,6880
luau-codegen,call/ackermann,call,3,340.00,370.00,0.00,7040
luau-codegen,call/ackermann,call,4,380.00,410.00,0.00,6720
luau-codegen,call/ackermann,call,5,350.00,380.00,0.00,6720
quickjs,call/ackermann,call,1,860.00,930.00,0.00,8800
quickjs,call/ackermann,call,2,860.00,920.00,0.00,8800
quickjs,call/ackermann,call,3,890.00,950.00,10.00,8640
quickjs,call/ackermann,call,4,1000.00,1080.00,0.00,8800
quickjs,call/ackermann,call,5,960.00,1030.00,0.00,8800
v8,call/ackermann,call,1,100.00,100.00,0.00,25760
v8,call/ackermann,call,2,2790.00,90.00,10.00,25760
v8,call/ackermann,call,3,90.00,100.00,0.00,25760
v8,call/ackermann,call,4,90.00,90.00,10.00,25760
v8,call/ackermann,call,5,90.00,100.00,0.00,25760
v8-nojit,call/ackermann,call,1,660.00,710.00,0.00,18560
v8-nojit,call/ackermann,call,2,640.00,690.00,0.00,18560
v8-nojit,call/ackermann,call,3,700.00,750.00,10.00,18720
v8-nojit,call/ackermann,call,4,660.00,710.00,0.00,18720
v8-nojit,call/ackermann,call,5,620.00,670.00,0.00,18560
lua,call/closure,call,1,490.00,530.00,0.00,2240
lua,call/closure,call,2,500.00,540.00,0.00,2080
lua,call/closure,call,3,550.00,590.00,0.00,2080
lua,call/closure,call,4,540.00,570.00,0.00,2240
lua,call/closure,call,5,550.00,590.00,0.00,2080
lua55,call/closure,call,1,520.00,550.00,0.00,2240
lua55,call/closure,call,2,580.00,630.00,0.00,2240
lua55,call/closure,call,3,540.00,580.00,0.00,2240
lua55,call/closure,call,4,520.00,570.00,0.00,2240
lua55,call/closure,call,5,590.00,640.00,0.00,2240
luajit,call/closure,call,1,40.00,50.00,0.00,2400
luajit,call/closure,call,2,40.00,50.00,0.00,2560
luajit,call/closure,call,3,40.00,50.00,0.00,2560
luajit,call/closure,call,4,40.00,50.00,0.00,2400
luajit,call/closure,call,5,40.00,50.00,0.00,2560
luau,call/closure,call,1,590.00,640.00,0.00,5280
luau,call/closure,call,2,620.00,680.00,0.00,5280
luau,call/closure,call,3,610.00,670.00,0.00,5280
luau,call/closure,call,4,630.00,690.00,0.00,5280
luau,call/closure,call,5,600.00,650.00,0.00,5280
luau-codegen,call/closure,call,1,430.00,470.00,0.00,5920
luau-codegen,call/closure,call,2,450.00,490.00,0.00,5920
luau-codegen,call/closure,call,3,440.00,480.00,0.00,5920
luau-codegen,call/closure,call,4,450.00,490.00,0.00,6080
luau-codegen,call/closure,call,5,430.00,460.00,0.00,5920
quickjs,call/closure,call,1,800.00,860.00,0.00,3040
quickjs,call/closure,call,2,800.00,870.00,0.00,3040
quickjs,call/closure,call,3,830.00,900.00,0.00,3040
quickjs,call/closure,call,4,800.00,870.00,0.00,3040
quickjs,call/closure,call,5,830.00,900.00,0.00,3040
v8,call/closure,call,1,180.00,200.00,0.00,29120
v8,call/closure,call,2,170.00,200.00,0.00,29440
v8,call/closure,call,3,180.00,200.00,0.00,29120
v8,call/closure,call,4,160.00,170.00,0.00,28800
v8,call/closure,call,5,180.00,200.00,0.00,28960
v8-nojit,call/closure,call,1,880.00,960.00,0.00,20160
v8-nojit,call/closure,call,2,850.00,920.00,0.00,20160
v8-nojit,call/closure,call,3,3570.00,920.00,0.00,20320
v8-nojit,call/closure,call,4,850.00,910.00,0.00,20320
v8-nojit,call/closure,call,5,840.00,910.00,0.00,19840
lua,call/fibonacci,call,1,1290.00,1390.00,0.00,1920
lua,call/fibonacci,call,2,1250.00,1340.00,0.00,2240
lua,call/fibonacci,call,3,1290.00,1390.00,0.00,2240
lua,call/fibonacci,call,4,1250.00,1340.00,0.00,2240
lua,call/fibonacci,call,5,1240.00,1340.00,0.00,2240
lua55,call/fibonacci,call,1,1280.00,1400.00,0.00,2240
lua55,call/fibonacci,call,2,1330.00,1440.00,0.00,2240
lua55,call/fibonacci,call,3,1340.00,1460.00,0.00,2080
lua55,call/fibonacci,call,4,1340.00,1470.00,0.00,2080
lua55,call/fibonacci,call,5,1270.00,1380.00,0.00,2240
luajit,call/fibonacci,call,1,280.00,300.00,0.00,2400
luajit,call/fibonacci,call,2,250.00,270.00,0.00,2560
luajit,call/fibonacci,call,3,290.00,320.00,0.00,2400
luajit,call/fibonacci,call,4,270.00,290.00,0.00,2400
luajit,call/fibonacci,call,5,260.00,280.00,0.00,2560
luau,call/fibonacci,call,1,1330.00,1440.00,0.00,5120
luau,call/fibonacci,call,2,1320.00,1430.00,0.00,5120
luau,call/fibonacci,call,3,1300.00,1410.00,0.00,5120
luau,call/fibonacci,call,4,1300.00,1400.00,0.00,5120
luau,call/fibonacci,call,5,1300.00,1410.00,0.00,4960
luau-codegen,call/fibonacci,call,1,990.00,1080.00,0.00,5920
luau-codegen,call/fibonacci,call,2,1050.00,1140.00,0.00,5760
luau-codegen,call/fibonacci,call,3,1010.00,1100.00,0.00,5760
luau-codegen,call/fibonacci,call,4,990.00,1070.00,0.00,5920
luau-codegen,call/fibonacci,call,5,1010.00,1090.00,0.00,5920
quickjs,call/fibonacci,call,1,1910.00,2060.00,0.00,3040
quickjs,call/fibonacci,call,2,1870.00,2030.00,0.00,3040
quickjs,call/fibonacci,call,3,1800.00,1970.00,0.00,3040
quickjs,call/fibonacci,call,4,1940.00,2120.00,0.00,3040
quickjs,call/fibonacci,call,5,1790.00,1950.00,0.00,3040
v8,call/fibonacci,call,1,210.00,230.00,0.00,24800
v8,call/fibonacci,call,2,200.00,220.00,0.00,24960
v8,call/fibonacci,call,3,250.00,270.00,0.00,24960
v8,call/fibonacci,call,4,230.00,240.00,10.00,25120
v8,call/fibonacci,call,5,220.00,240.00,0.00,24960
v8-nojit,call/fibonacci,call,1,1970.00,2130.00,10.00,17600
v8-nojit,call/fibonacci,call,2,1950.00,2110.00,0.00,17600
v8-nojit,call/fibonacci,call,3,4830.00,2270.00,0.00,17760
v8-nojit,call/fibonacci,call,4,1980.00,2150.00,0.00,17600
v8-nojit,call/fibonacci,call,5,2010.00,2170.00,10.00,17760
lua,call/method_dispatch,call,1,420.00,450.00,0.00,2080
lua,call/method_dispatch,call,2,430.00,460.00,0.00,2240
lua,call/method_dispatch,call,3,430.00,470.00,0.00,2080
lua,call/method_dispatch,call,4,410.00,430.00,0.00,2240
lua,call/method_dispatch,call,5,450.00,480.00,0.00,2080
lua55,call/method_dispatch,call,1,470.00,500.00,0.00,2240
lua55,call/method_dispatch,call,2,460.00,490.00,0.00,2240
lua55,call/method_dispatch,call,3,430.00,460.00,0.00,2240
lua55,call/method_dispatch,call,4,430.00,470.00,0.00,2240
lua55,call/method_dispatch,call,5,450.00,490.00,0.00,2240
luajit,call/method_dispatch,call,1,60.00,70.00,0.00,2400
luajit,call/method_dispatch,call,2,70.00,70.00,0.00,2400
luajit,call/method_dispatch,call,3,80.00,80.00,0.00,2400
luajit,call/method_dispatch,call,4,80.00,90.00,0.00,2400
luajit,call/method_dispatch,call,5,60.00,70.00,0.00,2400
luau,call/method_dispatch,call,1,470.00,510.00,0.00,5280
luau,call/method_dispatch,call,2,490.00,530.00,0.00,5280
luau,call/method_dispatch,call,3,470.00,510.00,0.00,5280
luau,call/method_dispatch,call,4,510.00,550.00,0.00,5440
luau,call/method_dispatch,call,5,490.00,530.00,0.00,5280
luau-codegen,call/method_dispatch,call,1,400.00,430.00,0.00,6080
luau-codegen,call/method_dispatch,call,2,380.00,410.00,0.00,6080
luau-codegen,call/method_dispatch,call,3,390.00,430.00,0.00,6080
luau-codegen,call/method_dispatch,call,4,400.00,430.00,0.00,6080
luau-codegen,call/method_dispatch,call,5,410.00,440.00,0.00,6080
quickjs,call/method_dispatch,call,1,690.00,760.00,0.00,3040
quickjs,call/method_dispatch,call,2,680.00,740.00,0.00,3040
quickjs,call/method_dispatch,call,3,690.00,750.00,0.00,3040
quickjs,call/method_dispatch,call,4,700.00,750.00,0.00,3040
quickjs,call/method_dispatch,call,5,750.00,810.00,0.00,3040
v8,call/method_dispatch,call,1,70.00,60.00,10.00,28960
v8,call/method_dispatch,call,2,60.00,70.00,0.00,28800
v8,call/method_dispatch,call,3,60.00,50.00,10.00,28480
v8,call/method_dispatch,call,4,60.00,60.00,10.00,28960
v8,call/method_dispatch,call,5,60.00,70.00,0.00,28800
v8-nojit,call/method_dispatch,call,1,470.00,500.00,0.00,20320
v8-nojit,call/method_dispatch,call,2,510.00,550.00,0.00,20160
v8-nojit,call/method_dispatch,call,3,490.00,520.00,0.00,20000
v8-nojit,call/method_dispatch,call,4,490.00,520.00,0.00,20320
v8-nojit,call/method_dispatch,call,5,510.00,540.00,0.00,20320
lua,call/queens,call,1,1370.00,1490.00,0.00,2240
lua,call/queens,call,2,1360.00,1480.00,0.00,2080
lua,call/queens,call,3,1350.00,1460.00,0.00,2080
lua,call/queens,call,4,1310.00,1420.00,0.00,2080
lua,call/queens,call,5,1340.00,1450.00,0.00,2240
lua55,call/queens,call,1,1020.00,1100.00,0.00,2240
lua55,call/queens,call,2,1090.00,1190.00,0.00,2240
lua55,call/queens,call,3,1040.00,1130.00,0.00,2080
lua55,call/queens,call,4,1090.00,1180.00,0.00,2080
lua55,call/queens,call,5,1130.00,1220.00,0.00,2240
luajit,call/queens,call,1,460.00,500.00,0.00,2400
luajit,call/queens,call,2,420.00,450.00,0.00,2400
luajit,call/queens,call,3,360.00,400.00,0.00,2400
luajit,call/queens,call,4,370.00,400.00,0.00,2400
luajit,call/queens,call,5,360.00,390.00,0.00,2400
luau,call/queens,call,1,1700.00,1850.00,0.00,5280
luau,call/queens,call,2,1660.00,1790.00,0.00,5280
luau,call/queens,call,3,1720.00,1850.00,0.00,5280
luau,call/queens,call,4,1660.00,1790.00,0.00,5280
luau,call/queens,call,5,1580.00,1700.00,0.00,5280
luau-codegen,call/queens,call,1,1120.00,1220.00,0.00,6080
luau-codegen,call/queens,call,2,1100.00,1200.00,0.00,6080
luau-codegen,call/queens,call,3,1120.00,1220.00,0.00,6080
luau-codegen,call/queens,call,4,1090.00,1190.00,0.00,6080
luau-codegen,call/queens,call,5,1120.00,1220.00,0.00,6240
quickjs,call/queens,call,1,2330.00,2530.00,0.00,3040
quickjs,call/queens,call,2,2290.00,2490.00,0.00,3040
quickjs,call/queens,call,3,2350.00,2550.00,0.00,3200
quickjs,call/queens,call,4,4960.00,2420.00,0.00,3040
quickjs,call/queens,call,5,2310.00,2510.00,0.00,3040
v8,call/queens,call,1,440.00,470.00,0.00,25600
v8,call/queens,call,2,440.00,480.00,0.00,25760
v8,call/queens,call,3,440.00,470.00,0.00,25760
v8,call/queens,call,4,450.00,470.00,0.00,25600
v8,call/queens,call,5,460.00,490.00,0.00,25760
v8-nojit,call/queens,call,1,1710.00,1840.00,0.00,17920
v8-nojit,call/queens,call,2,1630.00,1760.00,0.00,17760
v8-nojit,call/queens,call,3,1600.00,1740.00,0.00,17920
v8-nojit,call/queens,call,4,1630.00,1780.00,0.00,18080
v8-nojit,call/queens,call,5,1600.00,1730.00,10.00,17760
lua,call/tak,call,1,980.00,1070.00,0.00,2080
lua,call/tak,call,2,940.00,1020.00,0.00,2240
lua,call/tak,call,3,970.00,1050.00,0.00,2240
lua,call/tak,call,4,940.00,1020.00,0.00,2240
lua,call/tak,call,5,960.00,1040.00,0.00,2240
lua55,call/tak,call,1,960.00,1040.00,0.00,2240
